Folder Path,Solidity File Count,Contract Count,Function Count,Lines of Code
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/mocks/supplementary,1,2,1,24
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/mocks/lib,5,8,11,148
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/mocks/tokens,7,7,23,537
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core,3,9,12,564
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/extensions,6,17,56,1623
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/exchange-wrappers,2,8,9,553
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/exchange-wrappers/lib,1,0,5,226
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/lib,6,2,25,829
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/lib/auction-price-libraries,2,1,7,252
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/modules,4,7,25,1119
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/modules/lib,3,3,8,455
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/tokens,4,9,34,1219
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/tokens/rebalancing-libraries,5,1,18,1011
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/interfaces,12,8,94,1450
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/supplementary/rebalancing-manager,3,6,12,1059
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/supplementary/rebalancing-manager/lib,1,0,5,195
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/lib,10,5,54,1305
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/external/0x,1,0,5,219
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/external/0x/Exchange/libs,5,10,0,250
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/external/0x/Exchange/interfaces,9,10,24,491
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/external/0x/AssetProxy/libs,1,3,0,36
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/external/0x/AssetProxy/interfaces,3,4,10,146
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/external/KyberNetwork,1,0,2,27
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/external/DappHub,7,9,32,426
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/external/DappHub/interfaces,1,0,2,47
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-AQEX Token Smart Contract/erc-20-token-3628abfa6ea2636866f7d5ad1f8cc570b0d5bb1b,5,5,27,186
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-ZortCoin Smart Contract/ZortCoin,1,4,8,174
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-DMToken Security Audit V2 2019 Updated/code,1,10,26,340
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Stablecoins 3pool/stablecoins-3pool-adeb776933c6cb3b8306239cc3357d4c6239a88d/contracts,3,3,66,686
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Stablecoins 3pool/stablecoins-3pool-adeb776933c6cb3b8306239cc3357d4c6239a88d/interfaces/yearn,1,0,3,9
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Stablecoins 3pool/stablecoins-3pool-adeb776933c6cb3b8306239cc3357d4c6239a88d/interfaces/curve,1,0,7,28
./DAppSCAN-main/DAppSCAN-source/contracts/openzeppelin-Fei_Protocol/fei-protocol-core-29aeefddd97f31c7f2a598fb3dca3ef24dc0beb4,11,13,129,1540
./DAppSCAN-main/DAppSCAN-source/contracts/Blockchain Labs NZ-SynchroLife/synchrocoin-contracts-master/contracts,2,3,11,167
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/stealth-txs/contracts,3,6,52,456
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/stealth-txs/contracts/mock,7,9,27,217
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/stealth-txs/contracts/utils,1,1,3,32
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/stealth-txs/contracts/interfaces,3,0,43,150
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/contract-utils/contracts/abstract,3,3,6,67
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/contract-utils/contracts/mock,1,1,4,26
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/contract-utils/contracts/mock/utils,1,1,4,28
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/contract-utils/contracts/libraries,1,0,0,10
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/contract-utils/contracts/mechanics,1,1,6,51
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/contract-utils/contracts/utils,8,8,21,278
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/contract-utils/contracts/interfaces/abstract,1,0,0,8
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/contract-utils/contracts/interfaces/curve,1,0,2,12
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/contract-utils/contracts/interfaces/mechanics,1,0,4,15
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/contract-utils/contracts/interfaces/utils,8,0,19,94
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/contract-utils/contracts/interfaces/keep3r,3,0,45,161
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/contract-utils/contracts/keep3r,1,1,10,107
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/swappers,1,1,3,48
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/swappers/async,7,7,30,529
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/swappers/sync,4,4,23,369
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/mock,1,1,5,50
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/mock/swappers,3,3,5,72
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/mock/TradeFactory,3,3,4,73
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/libraries,1,0,0,10
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/utils,2,1,13,93
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/TradeFactory,5,5,30,411
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/interfaces/yearn,1,0,1,10
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts/interfaces/curve,1,0,2,12
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/test-utils,3,4,99,690
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/mock,4,8,63,542
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/oracle,2,2,5,65
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/utils,6,6,27,288
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/jobs,3,3,83,732
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/jobs/detached,3,3,30,269
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/jobs/v2,9,9,82,845
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/jobs/detached-gasless,3,3,25,229
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/guard,1,1,17,123
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/yearn,12,24,357,4152
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/uniswap,1,0,27,90
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/crv,3,0,5,23
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/oracle,4,0,26,104
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/utils,3,0,3,25
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/dforce,2,0,2,13
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/proxy-job,3,0,23,80
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/stealth,3,0,41,147
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/jobs,5,0,45,182
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/jobs/detached,3,0,39,194
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/jobs/v2,6,0,47,202
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/gnosis,1,1,4,44
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts/interfaces/keep3r,8,0,37,154
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile,1,2,130,832
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/mock/jobs,1,1,12,63
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/mock/keep3r/escrow,4,4,8,94
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/crv,5,15,203,2010
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/v2,3,25,400,4698
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/dforce,2,4,105,780
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/proxy-job,3,3,27,283
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/internal-jobs,2,2,28,256
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/keep3r-escrow,2,2,21,276
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/keep3r-escrow/escrow,5,5,29,233
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/jobs,3,3,55,624
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/jobs/oracle,3,3,43,355
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/keep3r,7,11,308,3233
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Yearn Finance-ySwaps/hardhat-monorepo-ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/strategies-keep3r/contracts-no-compile/uniquote,1,1,5,63
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts,1,1,2,23
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/ERC1724,6,12,0,196
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/ERC1724/base,4,9,19,608
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/test,1,1,0,23
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/test/ERC1724,2,2,4,68
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/test/ERC20,2,2,2,32
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/test/libs,4,4,13,168
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/test/ACE,3,3,4,53
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/test/ACE/validators/joinSplit,1,1,1,17
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/test/ACE/validators/swap,1,3,2,28
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/test/ACE/validators/privateRange,1,1,1,18
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/test/ACE/validators/joinSplitFluid,1,1,1,18
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/test/ACE/validators/publicRange,1,1,1,17
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/test/ACE/validators/dividend,1,3,2,28
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/ERC20,1,1,1,22
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/MultiSig,2,2,22,524
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/libs,7,1,21,617
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/ACE,2,8,14,429
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/ACE/noteRegistry,1,3,16,480
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/ACE/noteRegistry/epochs/201907,1,4,12,279
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/ACE/noteRegistry/epochs/201907/adjustable,2,3,5,94
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/ACE/noteRegistry/epochs/201907/base,2,3,1,41
./DAppSCAN-main/DAppSCAN-source/contracts/Trail_of_Bits-aztec/AZTEC-c3f49df54849cd2e91a9ba4937d895179e7c283d/packages/protocol/contracts/ACE/noteRegistry/proxies,5,10,22,298
